Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-529.3233	-561.4539	32.13059	1.426267	1.596162
6	-531.7982	-563.678	31.87983	2.704779	0.4575777
12	-532.2362	-564.2856	32.04933	2.522201	0.5976368
18	-535.5364	-565.1456	29.60922	2.291037	2.684387
24	-534.2847	-566.0609	31.77615	2.212069	1.263701
30	-534.2126	-565.6527	31.44011	2.347366	1.423666
36	-530.9033	-562.3581	31.45482	1.662249	1.904317
42	-530.695	-561.8613	31.16633	1.47799	2.21662
48	-532.9868	-560.3726	27.38583	1.178304	4.624393
54	-529.332	-560.0275	30.69549	3.283169	0.1295267
60	-529.1217	-560.2091	31.08746	3.022165	0.1555359
66	-533.1519	-564.1942	31.04235	3.067277	0.1555359
72	-527.7582	-559.7057	31.94748	1.740753	1.499108
78	-528.1082	-558.5791	30.47091	1.22254	2.810796
84	-526.7771	-557.1625	30.38531	1.482064	2.704576
90	-525.1796	-556.2051	31.02547	1.035701	2.58508
96	-530.9191	-561.7263	30.80717	1.265013	2.578254
102	-529.2004	-557.3895	28.18911	1.229885	4.141862
108	-528.3287	-559.2559	30.92729	1.591916	2.296983
114	-527.3693	-557.842	30.47267	1.58618	2.586521
120	-530.7402	-560.2156	29.47547	1.353081	3.327645
126	-533.431	-562.5718	29.1408	1.687746	3.327645
132	-535.8471	-566.9778	31.13064	3.288087	0.8504058
138	-534.6073	-566.3845	31.77716	2.522209	0.9820414
144	-528.5901	-560.0463	31.45618	2.259665	1.478317
150	-532.6358	-564.8265	32.19073	1.861887	1.209645
156	-535.1482	-567.6824	32.53427	1.853238	0.8871795
162	-531.9237	-563.5592	31.63552	1.549704	1.857902
168	-535.0464	-566.3564	31.31	1.485706	2.118222
174	-531.6142	-562.9999	31.38568	2.750806	1.136536
180	-531.6768	-562.5665	30.88969	1.422533	2.428263
186	-539.9084	-570.0561	30.14766	1.347	2.931159
192	-538.7975	-568.3303	29.53283	1.96183	2.931159
198	-532.1402	-562.135	29.99473	1.49993	2.931159
204	-536.8742	-567.2893	30.41511	1.888682	2.433569
210	-535.3857	-564.822	29.43625	1.259274	3.405761
216	-530.7076	-560.9396	30.23196	1.65855	2.690372
222	-531.2639	-563.3766	32.11261	1.853878	1.281596
228	-525.1142	-556.9017	31.7875	1.66499	1.671365
234	-536.3918	-565.6308	29.23905	1.676292	3.276508
240	-535.2113	-565.6676	30.45632	2.928967	1.719019
246	-532.505	-562.3934	29.88839	2.314225	2.497034
252	-534.6996	-566.3359	31.63625	2.275023	1.326375
258	-535.7427	-568.0381	32.2954	1.615877	1.326375
264	-531.4255	-561.6487	30.22318	1.224569	2.959407
270	-537.5742	-568.4396	30.86537	1.418609	2.446034
276	-535.899	-566.7222	30.82312	1.257241	2.573178
282	-537.4854	-566.7341	29.2487	0.8834751	3.733352
288	-537.0668	-568.0767	31.00991	1.113502	2.546429
294	-538.0566	-568.5986	30.54203	1.581381	2.546429
300	-543.0501	-571.259	28.20882	1.075325	4.218449
306	-543.5326	-575.1382	31.60557	1.036861	2.217837
312	-532.1903	-563.1072	30.91698	1.414713	2.415996
318	-529.1919	-560.5725	31.38053	1.645309	1.965823
324	-527.5273	-559.0629	31.53562	1.444208	1.996598
330	-532.3595	-563.9654	31.60589	2.343929	1.295219
336	-529.2776	-557.7508	28.47317	1.11074	4.047938
342	-525.3587	-554.704	29.34526	1.170889	3.51061
348	-534.639	-564.2059	29.56693	0.9492148	3.51061
354	-535.1128	-564.453	29.34021	1.137049	3.53327
360	-530.7631	-560.7461	29.98305	1.666071	2.837732
366	-532.8877	-564.0414	31.15372	1.233526	2.380906
372	-530.3017	-560.4846	30.18289	1.222285	2.985002
378	-534.6293	-563.7029	29.07362	1.458446	3.501328
384	-535.9912	-567.8533	31.8621	2.68442	0.6590449
390	-529.8735	-561.3463	31.47276	2.073691	1.603729
396	-529.2626	-560.4906	31.22795	1.98487	1.838983
402	-533.6056	-564.9579	31.35232	1.252945	2.241793
408	-529.6945	-559.9805	30.28597	1.468204	2.77381
