Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
360	-528.3214	-560.459	32.13754	0.00123791	0.0229648	0.0167774	0.0022925	0.0190405	0.00502181	0.0108899	0.00042955	0.00127306	0.00417685	0.0261414	0.0172809	0.00338383	0.0187931	0.0091704	0.0908378	0.0106342	0.00520732	0.0119694	0.00926899	0.0139769	0.0166139	0.0275985	0.00705612	0.00277593	0.00426113	0.00085085	0.0200224	0.00470769	0.0352286	0.195577	0.601041	1.66378	5.11309	28.3861	2.419315	0.00321823	0.0597023	0.0436167	0.0059599	0.0495002	0.0130554	0.0283108	0.00111672	0.00330961	0.0108587	0.0679608	0.0449257	0.00879705	0.0488569	0.0238406	0.236154	0.0276461	0.0135377	0.0311172	0.0240969	0.0363361	0.0431916	0.0717486	0.018344	0.00721668	0.0110778	0.00221198	0.052053	0.0122387	0.3846548
396	-526.2378	-558.0209	31.78312	0.0194909	0.0587961	0.0552992	0.0117277	0.0476577	0.0245806	0.0933507	0.00156641	0.00406674	0.0575267	0.104204	0.111882	0.0610682	0.0739084	0.0687546	0.271625	0.0216157	0.0220783	0.0679759	0.0285242	0.0502327	0.0783946	0.0294193	0.0563585	0.0144012	0.0345275	0.0844318	0.0756359	0.000356625	0.0916729	0.311805	0.695185	1.43847	3.20714	10.9083	1.727793	0.0119616	0.0360833	0.0339372	0.00719731	0.0292476	0.0150851	0.0572895	0.000961308	0.00249577	0.0353042	0.06395	0.0686619	0.0374777	0.0453577	0.0421948	0.166696	0.0132656	0.0135495	0.0417169	0.0175054	0.0308279	0.0481109	0.0180547	0.0345873	0.00883804	0.0211896	0.0518159	0.0464179	0.000218862	1.629456
432	-527.5042	-557.6283	30.12416	0.0380085	0.0699079	0.0138654	0.0205377	0.173712	0.0809856	0.271462	0.0261545	0.00212351	0.221352	0.072106	0.111241	0.12936	0.286661	0.00683724	0.223436	0.0434557	0.0212774	0.0350191	0.00834236	0.111958	0.182426	0.147355	0.185618	0.0730028	0.17836	0.174584	0.144323	0.00798528	0.202879	0.459344	0.7845	1.2747	2.17702	4.92904	1.1534	0.0124152	0.0228348	0.00452903	0.00670848	0.0567417	0.0264533	0.0886707	0.00854316	0.000693628	0.0723028	0.0235528	0.036336	0.0422545	0.0936355	0.00223333	0.0729837	0.0141945	0.00695009	0.0114387	0.00272496	0.0365702	0.0595878	0.0481324	0.0606305	0.0238458	0.0582598	0.0570265	0.0471418	0.00260833	3.061456
468	-540.7362	-572.6102	31.87405	0.0362887	0.0477118	0.0332578	0.00646041	0.0277768	0.00753496	0.086059	0.00605886	0.0293137	0.0283707	0.0664763	0.0776617	0.0234196	0.0122036	0.00934975	0.104714	0.0334978	0.128322	0.0191528	0.0148245	0.0300104	0.0974146	0.0401719	0.0286915	0.0124443	0.0252259	0.0411303	0.0392064	0.0212066	0.0435899	0.216983	0.620836	1.61073	4.60866	22.9411	2.265324	0.0320019	0.0420755	0.0293289	0.00569723	0.0244955	0.00664484	0.0758926	0.00534311	0.0258508	0.0250193	0.0586233	0.0684873	0.020653	0.0107619	0.00824524	0.0923437	0.0295406	0.113163	0.0168902	0.0130733	0.0264652	0.0859068	0.0354263	0.0253021	0.0109743	0.0222459	0.0362715	0.0345749	0.0187014	1.133957
504	-532.7711	-564.2285	31.45745	0.0450707	0.0113117	0.0505418	0.00589711	0.034332	0.0137226	0.224703	0.0399705	0.0117605	0.025889	0.0569506	0.0641099	0.0602099	0.0138854	0.0161102	0.18547	0.0724723	0.0471204	0.0793223	0.0423033	0.0243515	0.00655896	0.0158876	0.000653126	0.00739505	0.206148	0.0227381	0.0991995	0.0425222	0.0481114	0.227682	0.630229	1.58672	4.39209	20.7851	2.193962	0.0295234	0.00740972	0.0331073	0.00386289	0.0224891	0.00898893	0.147191	0.0261826	0.00770372	0.0169585	0.0373053	0.041995	0.0394404	0.00909561	0.0105529	0.121492	0.0474728	0.0308661	0.0519599	0.0277106	0.0159514	0.00429643	0.0104072	0.000427828	0.00484411	0.135037	0.0148945	0.0649804	0.0278541	1.526607
540	-529.7651	-561.3794	31.61423	0.0128481	0.00596811	0.00172014	0.00431384	0.0660476	0.00224416	0.108938	0.0289484	0.0032327	0.0447272	0.00710698	0.123786	0.074202	0.122316	0.0236647	0.13198	0.0176452	0.0014725	0.110449	0.0598305	0.0467117	0.00346965	0.0143673	0.00493229	0.0213477	0.118021	0.0156549	0.0349207	0.0393074	0.0366717	0.199444	0.604724	1.65365	5.01394	27.269	2.390284	0.010277	0.00477382	0.00137592	0.00345059	0.0528307	0.00179508	0.0871386	0.0231555	0.0025858	0.0357768	0.0056848	0.099015	0.0593533	0.0978394	0.0189291	0.105569	0.0141142	0.00117784	0.0883467	0.0478577	0.0373642	0.00277534	0.0114923	0.00394528	0.0170758	0.0944036	0.0125222	0.0279327	0.0314416	1.250174
576	-528.0896	-560.6056	32.51598	0.0073437	0.0169743	0.007576	0.00596169	0.0259005	0.00030484	0.0536716	0.000647315	0.000491088	0.0626845	0.0297112	0.0445615	0.0766793	0.0539093	0.0154137	0.0966893	0.00725105	0.00202144	0.0101083	0.0122438	0.0204572	0.0117809	0.0291749	0.0137654	0.0126319	0.0325147	0.00858692	0.0470078	0.0200521	0.0634981	0.260677	0.657408	1.52113	3.83616	15.7485	1.993317	0.0101137	0.0233769	0.0104336	0.00821038	0.0356699	0.000419823	0.0739159	0.000891476	0.000676321	0.0863285	0.040918	0.0613697	0.105602	0.0742434	0.0212276	0.133159	0.00998607	0.00278391	0.013921	0.016862	0.0281735	0.0162245	0.0401794	0.0189576	0.0173966	0.0447789	0.0118258	0.0647387	0.0276155	0.7261162
612	-535.9681	-567.9965	32.02836	0.0365028	0.0477238	0.077993	0.00585118	0.0207899	0.0047185	0.207226	0.00520993	0.00197463	0.0280077	0.0603647	0.0387717	0.0256917	0.058009	0.0450346	0.0739187	0.0126538	0.0412102	0.0102245	0.0579901	0.0696512	0.00181592	0.0421954	0.00700957	0.031438	0.149813	0.0477235	0.0850925	0.0345356	0.0743268	0.281485	0.673349	1.48511	3.55259	13.4541	1.879461	0.0274634	0.0359057	0.0586792	0.00440222	0.0156416	0.00355003	0.15591	0.00391977	0.00148564	0.021072	0.0454163	0.0291705	0.0193295	0.043644	0.0338825	0.0556139	0.00952026	0.0310052	0.00769253	0.0436298	0.0524031	0.00136623	0.0317463	0.00527376	0.0236529	0.112714	0.0359055	0.0640207	0.0259834	1.329141
648	-523.5808	-555.2395	31.65874	0.0165133	0.0407348	0.0333463	0.00471807	0.0354365	0.0129992	0.0905409	0.00407497	0.0072706	0.00585142	0.0342134	0.0775701	0.0325677	0.0866824	0.00125067	0.176199	0.0062654	0.0159345	0.0117262	0.0323605	0.126493	0.0929466	0.0587803	0.0265032	0.0115188	0.0573224	0.0274016	0.0531055	0.0616668	0.0384757	0.20417	0.609158	1.64161	4.89788	25.9905	2.355563	0.0132958	0.0327979	0.026849	0.00379878	0.0285319	0.0104664	0.0728996	0.00328099	0.00585397	0.00471131	0.0275472	0.0624561	0.0262221	0.0697929	0.00100699	0.141868	0.00504463	0.0128298	0.00944143	0.0260553	0.101847	0.0748365	0.0473273	0.0213392	0.00927445	0.0461535	0.0220626	0.0427583	0.0496514	1.241995
684	-533.057	-563.4535	30.39657	0.039038	0.0296561	0.0535061	0.12382	0.18319	0.0291804	0.309018	0.00178754	0.0528048	0.107995	0.149918	0.0685792	0.113255	0.163882	0.0654409	0.204943	0.0363858	0.0119008	0.19992	0.0305962	0.0420893	0.205497	0.0749431	0.0618503	0.182791	0.0349993	0.0574754	0.0127735	0.0124175	0.118221	0.352981	0.722615	1.38386	2.83301	8.45872	1.543895	0.0146778	0.0111503	0.0201177	0.0465551	0.0688774	0.0109715	0.116187	0.000672093	0.019854	0.0406049	0.0563676	0.025785	0.0425825	0.0616177	0.0246051	0.0770564	0.0136806	0.00447458	0.0751678	0.0115038	0.0158251	0.0772646	0.0281778	0.023255	0.0687272	0.0131593	0.0216101	0.0048027	0.00466884	2.659655
720	-534.1867	-566.1143	31.92761	0.0138114	0.0146393	0.00392123	0.0387709	0.00307653	0.00909833	0.0774159	0.0275687	0.00332025	0.0443295	0.0721633	0.0458427	0.093619	0.0794969	0.00627372	0.137681	0.00927183	0.0572136	0.016027	0.000370456	0.0751235	0.0936183	0.0236874	0.0581653	0.0207074	0.0155033	0.0109085	0.0240224	0.0472425	0.0461481	0.223102	0.626247	1.59682	4.48225	21.6694	2.224087	0.0122998	0.0130371	0.00349209	0.0345277	0.00273983	0.00810259	0.0689434	0.0245516	0.00295688	0.0394781	0.0642657	0.0408256	0.0833732	0.0707967	0.00558712	0.122613	0.00825711	0.0509521	0.014273	0.000329913	0.0669019	0.0833726	0.021095	0.0517996	0.0184412	0.0138066	0.00971469	0.0213934	0.0420722	1.122891
756	-531.7749	-563.966	32.1911	0.00601311	0.0225352	0.000384321	0.00778639	0.00541195	0.00331342	0.0183233	0.0126471	0.00152745	0.00236116	0.0204138	0.0153904	0.0127435	0.022974	0.0156523	0.0484462	0.00319198	0.0243406	0.0159489	0.00643699	0.0071543	0.048943	0.0165571	0.01405	0.00381513	0.00229404	0.00293871	0.00376774	0.0235645	0.0378059	0.202429	0.607533	1.646	4.94001	26.4509	2.36826	0.0154608	0.057942	0.000988158	0.0200202	0.0139151	0.00851941	0.0471125	0.032518	0.00392734	0.00607098	0.0524874	0.0395715	0.0327659	0.0590704	0.0402449	0.124564	0.00820716	0.0625839	0.0410076	0.0165507	0.018395	0.125841	0.0425713	0.0361251	0.00980939	0.00589839	0.00755596	0.00968754	0.0605884	0.3889265
792	-541.706	-569.3312	27.62524	0.00286191	0.123811	0.00636961	0.0707914	0.0196681	0.0811385	0.349736	0.196467	0.109839	0.118518	0.121117	0.312902	0.213107	0.391756	0.167758	0.37257	0.051418	0.0383664	0.117012	0.201712	0.175155	0.147051	0.192027	0.0548999	0.292157	0.16458	0.0156488	0.132174	0.0897438	0.132533	0.373211	0.735288	1.36001	2.67945	7.54532	1.461269	0.000660894	0.0285914	0.00147092	0.0163477	0.00454192	0.0187371	0.0807638	0.0453697	0.025365	0.0273691	0.0279693	0.0722578	0.0492123	0.0904675	0.03874	0.0860368	0.0118739	0.00885986	0.0270213	0.0465809	0.0404482	0.0339581	0.0443445	0.0126779	0.0674673	0.038006	0.00361374	0.0305228	0.0207244	4.330356
828	-530.6847	-562.2958	31.6111	0.00138484	0.0280586	0.00717296	0.000385778	0.00064617	0.00489684	0.0141708	0.00862678	0.00147909	0.00389536	0.00827616	0.0185468	0.00972819	0.0219575	0.00749572	0.0725799	0.00103915	0.00328116	0.0403112	0.0221744	0.00240796	0.0129872	0.0185256	0.0206775	0.0446763	0.0135005	0.0276093	0.0112108	0.0140943	0.0164495	0.1349	0.535279	1.86818	7.41287	60.792	2.969975	0.00313455	0.0635103	0.0162359	0.000873201	0.00146259	0.0110839	0.0320755	0.0195266	0.00334789	0.00881708	0.018733	0.0419804	0.0220196	0.0497004	0.0169664	0.164283	0.00235209	0.00742684	0.0912436	0.0501914	0.00545037	0.0293964	0.0419325	0.0468032	0.101124	0.0305582	0.0624931	0.0253755	0.0319022	0.441797
864	-527.8661	-558.3082	30.44202	0.00294646	0.0890793	0.0368859	0.0651923	0.0687955	0.0759496	0.248011	0.00646896	0.0042051	0.0387068	0.0369774	0.0818758	0.10198	0.157428	0.0715078	0.402963	0.011884	0.0288712	0.018091	0.139908	0.144937	0.147817	0.171371	0.122612	0.132245	0.117044	0.0406778	0.0197215	0.125537	0.140898	0.38452	0.742168	1.3474	2.60065	7.09733	1.417011	0.00108738	0.0328744	0.0136126	0.024059	0.0253887	0.0280289	0.0915276	0.00238734	0.00155188	0.0142846	0.0136464	0.0302159	0.0376354	0.0580981	0.0263897	0.148712	0.00438574	0.0106548	0.00667639	0.0516324	0.0534884	0.0545513	0.0632437	0.0452494	0.0488046	0.0431947	0.015012	0.00727815	0.0463288	2.70969
900	-536.5131	-568.4669	31.9538	0.0545503	0.0127208	0.00956039	0.0380246	0.0298627	0.016795	0.070973	0.000547367	0.000542627	0.019329	0.0326665	0.0105415	0.155045	0.0836785	0.0312438	0.177454	0.0250674	0.00520063	0.0132588	0.0323235	0.0195785	0.0896346	0.0495756	0.0325396	0.13097	0.0879787	0.10027	0.00176571	0.121132	0.0834635	0.297859	0.685332	1.45915	3.35729	11.9813	1.79563	0.0375476	0.00875586	0.00658053	0.0261728	0.0205548	0.0115602	0.0488516	0.000376759	0.000373496	0.0133043	0.0224847	0.00725584	0.10672	0.0575969	0.0215055	0.122144	0.0172542	0.00357965	0.00912621	0.0222487	0.0134761	0.0616966	0.0341234	0.0223974	0.0901483	0.0605568	0.0690167	0.00121536	0.0833767	1.45283
936	-525.9426	-557.8238	31.88118	0.033895	0.0470753	0.0761082	0.0188903	0.0788638	0.0253506	0.20155	0.00692614	0.00558092	0.039109	0.103645	0.0105171	0.160807	0.112701	0.0585223	0.219904	0.0489612	0.0587732	0.0333408	0.0397349	0.0793999	0.112813	0.0200084	0.0302715	0.07849	0.0448026	0.0349503	0.0269836	0.042976	0.162428	0.412133	0.758401	1.31856	2.4264	6.15656	1.314191	0.0183122	0.025433	0.0411184	0.0102057	0.0426072	0.013696	0.10889	0.00374193	0.00301516	0.0211291	0.0559954	0.00568198	0.0868783	0.0608883	0.0316174	0.118806	0.0264519	0.031753	0.0180128	0.0214673	0.0428968	0.0609487	0.0108098	0.0163545	0.0424052	0.0242052	0.0188823	0.0145782	0.0232183	1.850952
972	-522.8361	-554.948	32.11189	0.0347783	0.0854227	0.0215279	0.0291087	0.102186	0.0159483	0.156222	0.000648664	0.0194198	0.0227265	0.159341	0.0489842	0.0646004	0.0724944	0.00794353	0.197535	0.0288037	0.0572843	0.08887	0.121547	0.0294254	0.0390823	0.0134938	0.054446	0.0111118	0.0666401	0.0116624	0.0368487	0.0304448	0.144196	0.388883	0.744785	1.34267	2.57147	6.93502	1.400283	0.0213554	0.0524533	0.0132191	0.0178741	0.0627467	0.00979296	0.0959272	0.000398308	0.0119246	0.0139551	0.0978427	0.0300784	0.0396675	0.0445147	0.00487767	0.121295	0.0176867	0.0351751	0.0545701	0.0746349	0.0180685	0.0239982	0.0082858	0.0334322	0.00682311	0.04092	0.00716122	0.0226267	0.0186944	1.628548
1008	-526.6722	-556.7568	30.08458	0.0546755	0.102043	0.00783417	0.0178009	0.137579	0.0269661	0.269219	5.26264e-05	0.0200781	0.170048	0.219188	0.0869005	0.122485	0.0503755	0.0688692	0.443316	0.0583047	0.1664	0.0804728	0.0553625	0.0817581	0.180223	0.0837672	0.258612	0.115074	0.106972	0.0029457	0.0212316	0.00588992	0.172303	0.424168	0.765242	1.30678	2.35756	5.80373	1.271517	0.0181378	0.0338514	0.00259887	0.00590521	0.04564	0.00894564	0.0893097	1.74581e-05	0.00666063	0.0564112	0.0727126	0.028828	0.0406327	0.0167114	0.0228464	0.147064	0.0193418	0.055201	0.0266957	0.0183657	0.0271221	0.0597866	0.0277886	0.0857908	0.0381743	0.0354865	0.000977195	0.00704327	0.0019539	3.014447
1044	-529.9431	-560.5609	30.61786	0.0418487	0.0638349	0.0989264	0.00229227	0.138083	0.0557548	0.17479	0.0924271	0.0906666	0.00627221	0.231462	0.0734625	0.117861	0.224211	0.00415342	0.256575	0.0567068	0.096851	0.0185968	0.153527	0.0522066	0.0995523	0.0941027	0.0559977	0.20175	0.0451564	0.052859	0.0693809	0.10474	0.207842	0.46479	0.78739	1.27002	2.15151	4.81135	1.135926	0.0150858	0.0230115	0.0356614	0.000826327	0.0497768	0.0200987	0.063009	0.0333185	0.0326839	0.00226103	0.0834384	0.0264821	0.0424871	0.0808245	0.00149724	0.0924912	0.0204419	0.0349132	0.00670384	0.0553439	0.0188196	0.035887	0.0339225	0.0201863	0.0727277	0.0162781	0.0190548	0.0250107	0.037757	2.774048
1080	-534.251	-566.2618	32.01075	0.0146872	0.00404416	0.0524953	0.0346403	0.0713767	0.00380624	0.1438	0.00581539	0.0142756	0.0440866	0.0819182	0.0866748	0.0666739	0.0334818	0.00317768	0.144151	0.00854312	0.0131443	0.000773543	0.113958	0.0367198	0.0223957	0.0537374	0.0027026	0.0280781	0.0884837	0.0383754	0.00390279	0.0669989	0.0670344	0.267659	0.662852	1.50863	3.73609	14.9177	1.954129	0.0114483	0.00315231	0.0409187	0.0270012	0.0556362	0.00296686	0.112088	0.00453294	0.0111274	0.0343643	0.063853	0.0675606	0.0519705	0.0260982	0.00247692	0.112361	0.00665913	0.0102456	0.000602956	0.0888274	0.0286221	0.0174569	0.0418868	0.0021066	0.0218861	0.0689706	0.0299126	0.00304212	0.0522239	1.282918
