Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
4176	-533.4047	-564.9843	31.57954	0.0705031	0.015458	0.0156485	0.00601415	0.105093	0.0130364	0.0985142	0.0174093	0.00314587	0.0911644	0.170935	0.112438	0.0854861	0.0133047	0.00541781	0.190457	0.0377932	0.0238015	0.0534292	0.0258091	0.0276237	0.0110294	0.0684455	0.0166128	0.173885	0.0213312	0.00752376	0.0806265	0.0969011	0.073203	0.279401	0.67179	1.48856	3.57909	13.6606	1.890477	0.0425015	0.00931857	0.00943342	0.00362552	0.0633536	0.00785876	0.0593875	0.0104949	0.00189643	0.0549568	0.103045	0.0677814	0.0515338	0.00802051	0.00326603	0.114813	0.0227829	0.0143483	0.0322088	0.0155585	0.0166524	0.00664889	0.0412611	0.0100147	0.104823	0.0128591	0.00453556	0.0486042	0.0584151	1.658837
4212	-544.5584	-571.393	26.83459	0.0927688	0.256022	0.00981444	0.117901	0.361448	0.0718881	0.102795	0.131403	0.110802	0.0491256	0.126888	0.35816	0.186015	0.049399	0.102471	0.651804	0.382254	0.0952819	0.0344609	0.00350414	0.127576	0.305139	0.0662402	0.297144	0.0643953	0.161454	0.454981	0.0142397	0.359192	0.332675	0.584639	0.845811	1.1823	1.71046	3.00594	0.7958019	0.0180324	0.0497654	0.00190773	0.0229176	0.0702582	0.0139736	0.0199812	0.025542	0.0215377	0.00954902	0.0246644	0.0696191	0.0361575	0.00960217	0.0199182	0.126698	0.0743025	0.0185209	0.0066985	0.000681134	0.0247982	0.0593128	0.0128758	0.0577588	0.0125172	0.0313834	0.0884391	0.00276792	0.0698198	5.144564
4248	-530.5839	-561.0885	30.50457	0.0244228	0.0645369	9.767e-05	0.0509768	0.129754	0.0279438	0.204092	0.0263643	0.013454	0.0486032	0.140874	0.167144	0.107445	0.0204937	0.0126312	0.302012	0.237394	0.00933125	0.000995752	0.107178	0.0247401	0.135732	0.00769814	0.1469	0.121814	0.076156	0.0689228	0.0951734	0.132305	0.0972625	0.320936	0.701474	1.42557	3.11589	10.2815	1.684997	0.00974892	0.0257613	3.89871e-05	0.0203485	0.051794	0.0111544	0.0814679	0.0105239	0.00537045	0.0194011	0.056233	0.0667191	0.0428891	0.00818051	0.00504201	0.120555	0.0947611	0.00372477	0.000397477	0.0427823	0.00987555	0.0541804	0.00307288	0.0586383	0.0486249	0.0303994	0.0275121	0.0379906	0.0528124	2.505184
4284	-529.6731	-561.422	31.74898	0.00887842	0.00193872	0.00850641	0.00978507	0.033325	0.0033356	0.0805282	0.00553841	0.00264762	0.0226988	0.0232041	0.0930286	0.0227819	0.0469949	0.00737089	0.0623391	0.00521053	0.0194837	0.0246604	0.0408368	0.0461873	0.0650962	0.0134474	0.000111189	0.0232216	0.0277868	0.0111709	0.00592528	0.0228428	0.0222303	0.156243	0.560378	1.78451	6.40028	44.9836	2.752216	0.012016	0.00262386	0.0115125	0.0132431	0.0451019	0.00451438	0.108987	0.00749565	0.00358327	0.0307204	0.0314044	0.125904	0.0308329	0.0636027	0.00997572	0.0843694	0.0070519	0.0263691	0.0333753	0.0552683	0.0625096	0.0881008	0.0181997	0.000150483	0.031428	0.0376065	0.0151186	0.00801925	0.0309153	0.7388825
4320	-534.5765	-561.226	26.64946	0.00232925	0.0783944	0.0588526	0.0753869	0.196503	0.0586138	0.130261	0.269692	0.0121241	0.0236548	0.0438276	0.37522	0.198488	0.118203	0.128072	0.567635	0.214642	0.193093	0.316197	0.119224	0.251197	0.684255	0.364964	0.0038769	0.0297584	0.158504	0.0611721	0.00532445	0.0301275	0.101356	0.327455	0.705888	1.41665	3.05386	9.86617	1.655186	0.000488354	0.0164363	0.0123391	0.0158057	0.0411991	0.012289	0.0273106	0.056544	0.00254196	0.00495951	0.00918895	0.0786691	0.0416153	0.0247827	0.0268519	0.119011	0.0450022	0.0404843	0.0662944	0.0249967	0.0526662	0.143462	0.0765188	0.000812837	0.00623919	0.0332322	0.0128254	0.00111633	0.00631658	4.769595
4356	-533.729	-565.6399	31.91089	0.0297645	0.0321168	0.0463799	0.00946014	0.00939025	0.0140736	0.129642	0.00537387	0.0224969	0.0858525	0.127524	0.0983681	0.0269182	0.0386403	0.0239598	0.186325	0.0481419	0.0358748	0.112799	0.0268897	0.0488248	0.0369226	0.153856	0.00279588	0.0132883	0.100505	0.0416123	0.000290215	0.0889829	0.102835	0.329776	0.707446	1.41354	3.03237	9.72432	1.644714	0.018637	0.0201098	0.0290407	0.00592344	0.00587968	0.00881213	0.0811748	0.00336484	0.0140864	0.0537563	0.0798487	0.0615929	0.0168547	0.0241945	0.0150024	0.116667	0.0301439	0.0224629	0.0706287	0.0168369	0.0305715	0.023119	0.0963365	0.00175064	0.00832046	0.0629308	0.0260555	0.000181717	0.0557164	1.597068
4392	-526.045	-558.5737	32.52869	0.00617322	0.0117154	0.00723906	0.00796313	0.0261551	0.0035852	0.0679685	0.000246463	0.00904699	0.00820271	0.0598781	0.0135644	0.0274872	0.0347539	0.00543934	0.0676285	0.0314588	0.00932471	0.0579708	0.0159041	0.0119979	0.031714	0.0511147	0.0300028	0.0137334	0.0282186	0.00728803	0.00536991	0.0183218	0.0618206	0.257296	0.654735	1.52733	3.88658	16.1758	2.012676	0.0092211	0.0174996	0.0108132	0.0118947	0.0390686	0.00535531	0.101526	0.000368148	0.0135137	0.0122526	0.0894414	0.0202615	0.0410584	0.0519127	0.00812489	0.101018	0.0469909	0.0139286	0.0865926	0.0237563	0.0179215	0.0473721	0.0763514	0.044816	0.0205139	0.0421509	0.0108863	0.00802117	0.0273678	0.6694668
4428	-537.2197	-567.5753	30.35554	0.0455863	0.0201485	0.106304	0.0698161	0.0862673	0.010197	0.0683753	0.0677787	0.0112119	0.015504	0.00471873	0.150224	0.0936536	0.181908	0.00121074	0.130915	0.0977984	0.0910149	0.00576437	0.0451071	0.00633324	0.0219974	0.19247	0.19402	0.101624	0.0491494	0.151603	0.260475	0.191683	0.0736886	0.280303	0.672466	1.48706	3.56756	13.5706	1.885696	0.0184347	0.00814785	0.0429884	0.028233	0.0348857	0.00412355	0.0276503	0.0274091	0.00453398	0.00626965	0.00190821	0.0607491	0.0378726	0.0735619	0.00048961	0.0529407	0.0395487	0.0368056	0.00233106	0.0182409	0.0025611	0.00889552	0.0778331	0.07846	0.0410956	0.0198755	0.0613067	0.105333	0.0775147	2.472858
4464	-533.5706	-565.3097	31.73916	0.0231418	0.0137198	0.0647347	0.0255745	0.0755101	0.0065071	0.218748	0.02483	0.00313833	0.0446857	0.0355536	0.121931	0.122698	0.118076	0.0237075	0.0404783	0.0920817	0.0399434	0.00194138	0.0623818	0.0466938	0.131182	0.0572181	0.0787197	0.00464101	0.076434	0.0347075	0.0995041	0.0932337	0.116169	0.349979	0.720691	1.38756	2.85732	8.60817	1.556559	0.0129885	0.0077003	0.0363328	0.0143539	0.0423805	0.00365215	0.122774	0.013936	0.00176141	0.0250801	0.0199547	0.0684346	0.0688651	0.0662707	0.013306	0.0227187	0.0516815	0.0224185	0.00108962	0.0350122	0.0262072	0.0736266	0.0321141	0.044182	0.0026048	0.0428991	0.0194798	0.0558474	0.052328	1.781715
4500	-539.5042	-569.4584	29.95417	0.0122995	0.0304176	0.122686	0.0212136	0.298484	0.00460619	0.0726095	0.0452146	0.00114267	0.0376257	0.103565	0.296244	0.11611	0.0756235	0.0294452	0.0725969	0.0980841	0.00318088	0.0335153	0.0157941	0.196398	0.242834	0.0780028	0.0766255	0.104364	0.10392	0.0483053	0.0155237	0.0358848	0.0354378	0.196142	0.601583	1.66228	5.09834	28.2185	2.415033	0.00514125	0.0127147	0.0512833	0.00886738	0.124768	0.00192541	0.0303511	0.0188999	0.000477641	0.0157277	0.0432906	0.123832	0.0485345	0.031611	0.0123082	0.0303458	0.0409996	0.00132962	0.0140096	0.00660203	0.0820954	0.101506	0.0326056	0.0320298	0.0436249	0.0434389	0.0201918	0.00648897	0.015	2.392316
4536	-532.3462	-564.7269	32.38066	0.000823341	0.00872572	0.0355509	0.00948629	0.0220261	0.0254913	0.0775842	0.00430931	0.00437875	0.0674471	0.049972	0.108648	0.0595246	0.00693511	0.0273051	0.078477	0.0526369	0.00184798	0.00787652	0.0486025	0.0889796	0.0208616	0.0716173	0.00281056	0.0121664	0.0174689	0.0276755	0.0523864	0.0287497	0.0742356	0.281316	0.673223	1.48539	3.55472	13.4706	1.880349	0.000806909	0.00855157	0.0348413	0.00929696	0.0215865	0.0249825	0.0760358	0.0042233	0.00429136	0.066101	0.0489746	0.10648	0.0583366	0.0067967	0.0267602	0.0769107	0.0515864	0.00181109	0.00771931	0.0476325	0.0872037	0.0204452	0.0701879	0.00275446	0.0119236	0.0171203	0.0271232	0.0513408	0.0281759	1.020365
4572	-535.4226	-563.556	28.13331	0.0487538	0.0181626	0.027139	0.0425542	0.0543595	0.218243	0.395274	0.00686722	0.0136962	0.105539	0.223293	0.23832	0.108614	0.315775	0.0503432	0.577463	0.0639418	0.0100764	0.322433	0.301117	0.0188148	0.0833587	0.153822	0.00807541	0.105515	0.120995	0.0258209	0.130947	0.319567	0.155943	0.404024	0.753714	1.32676	2.4751	6.41259	1.343653	0.0118655	0.00442032	0.00660496	0.0103566	0.0132298	0.0531149	0.0961998	0.00167131	0.00333331	0.0256857	0.054344	0.0580011	0.0264341	0.0768519	0.0122523	0.14054	0.0155619	0.00245234	0.0784723	0.0732845	0.00457907	0.0202874	0.0374364	0.00196536	0.0256797	0.0294472	0.00628416	0.0318693	0.0777747	4.108881
4608	-522.7224	-555.0803	32.35793	0.0128108	0.0130326	0.0077567	0.0136069	0.0506325	0.00905155	0.0897566	0.00299886	0.0147792	0.0573922	0.099931	0.0476131	0.0382327	0.127871	0.000315515	0.159437	0.0684311	0.00163496	0.0832921	0.00113409	0.0251051	0.0411828	0.00302026	0.0228592	0.0292286	0.0335098	0.0109353	0.0400759	0.0416014	0.0868896	0.303761	0.68954	1.45024	3.29206	11.5089	1.766542	0.0111668	0.01136	0.00676126	0.0118607	0.0441346	0.00788993	0.0782378	0.00261401	0.0128826	0.0500268	0.0871064	0.0415027	0.0333261	0.11146	0.000275024	0.138976	0.0596491	0.00142514	0.072603	0.000988552	0.0218832	0.0358977	0.00263266	0.0199256	0.0254776	0.0292093	0.00953189	0.0349328	0.0362625	1.147228
4644	-534.5555	-562.2569	27.70139	0.137237	0.143507	0.080385	0.0468405	0.406075	0.0509052	0.305371	0.0528185	0.0423582	0.0323131	0.148372	0.0864616	0.121861	0.307223	0.0150206	0.398976	0.146002	0.105614	0.585865	0.000890112	0.238892	0.20215	0.219895	0.139051	0.125535	0.314248	0.119713	0.148727	0.0431263	0.429723	0.662377	0.879403	1.13713	1.50971	2.32708	0.6107139	0.0287984	0.0301142	0.0168684	0.00982922	0.0852126	0.0106822	0.0640805	0.0110837	0.00888863	0.00678072	0.031135	0.0181435	0.0255719	0.064469	0.003152	0.083723	0.0306377	0.0221625	0.122941	0.000186785	0.0501301	0.0424202	0.0461438	0.0291792	0.0263428	0.0659432	0.0251212	0.0312096	0.00904981	4.765432
4680	-532.223	-564.4463	32.22335	0.0167591	0.0302734	0.0132056	0.00839051	0.031456	0.0126481	0.0878161	0.0184584	0.0571023	0.0454613	0.0421125	0.0377873	0.0270741	0.104808	0.0211645	0.23643	0.0215187	0.043021	0.082906	0.0386896	0.0244551	0.0973449	0.0797151	0.0236053	0.0489044	0.0266436	0.107324	0.124498	0.0136237	0.137884	0.380486	0.73973	1.35184	2.62822	7.25249	1.432648	0.0110026	0.0198749	0.00866964	0.00550849	0.0206513	0.00830366	0.0576525	0.0121182	0.0374885	0.029846	0.0276474	0.0248079	0.0177745	0.0688078	0.0138948	0.15522	0.0141273	0.0282439	0.054429	0.0254003	0.0160551	0.0639083	0.0523341	0.0154972	0.0321064	0.0174919	0.07046	0.0817344	0.00894415	1.523196
4716	-532.416	-563.6747	31.25877	0.0128847	0.058869	0.155577	0.00978153	0.0873905	0.0165687	0.162072	0.0799751	0.0194235	0.0604504	0.108432	0.132713	0.145477	0.131058	0.0336693	0.262623	0.0171925	0.00545327	0.028679	0.0295988	0.0648952	0.0221928	0.135159	0.0244863	0.065306	0.0264608	0.147149	0.0543292	0.071183	0.132949	0.373783	0.73564	1.35936	2.67535	7.52166	1.458998	0.00594026	0.0271405	0.0717258	0.00450959	0.0402898	0.00763869	0.0747202	0.0368711	0.00895483	0.0278696	0.0499904	0.0611851	0.0670693	0.0604218	0.0155226	0.121078	0.00792631	0.00251413	0.0132219	0.013646	0.0299188	0.0102316	0.0623124	0.0112889	0.0301081	0.0121992	0.0678404	0.0250475	0.0328176	2.169048
4752	-529.0536	-560.8335	31.77993	0.0216022	0.038703	0.0455247	0.022973	0.0525102	0.00261019	0.13379	0.0476499	0.000894655	0.064623	0.0489294	0.0703454	0.0334791	0.102138	0.0136611	0.117327	0.0610218	0.0501542	0.0118027	0.03205	0.0174178	0.16936	0.10863	0.0360572	0.0131573	0.20115	0.0207627	0.0259263	0.0976679	0.0971582	0.320768	0.70136	1.4258	3.11752	10.2925	1.685774	0.0129984	0.0232881	0.0273928	0.0138232	0.0315961	0.00157059	0.0805035	0.0286716	0.000538326	0.0388845	0.0294414	0.0423277	0.0201448	0.0614581	0.00822008	0.0705973	0.0367176	0.0301784	0.00710187	0.0192849	0.0104805	0.101906	0.0653644	0.0216961	0.00791693	0.121035	0.0124932	0.0156002	0.0587681	1.661921
4788	-532.0469	-564.066	32.01903	0.040189	0.0264778	0.0412053	0.0360851	0.0742825	0.00637913	0.112445	0.0145487	0.0291041	0.00744517	0.0391392	0.0850078	0.153339	0.104595	0.0364468	0.123781	0.013773	0.0303528	0.0497657	0.0394999	0.0144611	0.114251	0.0208727	0.00117112	0.00895524	0.075807	0.0605431	0.030937	0.0788868	0.0941985	0.315965	0.698066	1.43253	3.16491	10.6159	1.708142	0.0273442	0.0180152	0.0280357	0.0245519	0.050541	0.00434029	0.0765067	0.0098988	0.0198021	0.00506561	0.0266299	0.0578384	0.10433	0.0711654	0.024798	0.0842192	0.00937102	0.0206517	0.03386	0.0268753	0.00983916	0.0777349	0.0142016	0.000796817	0.00609305	0.0515783	0.0411929	0.0210492	0.0536737	1.469747
4824	-532.531	-563.7711	31.24002	0.0609522	0.107867	0.0461278	0.0162539	0.11283	0.00852107	0.165203	0.0262752	0.031449	0.0268639	0.260342	0.0857672	0.028331	0.0665931	0.00837296	0.139921	0.0748402	0.020849	0.00171594	0.0292619	0.0272737	0.163102	0.116063	0.13477	0.166813	0.060089	0.0531918	0.0729735	0.0446793	0.126348	0.364613	0.729961	1.36994	2.74263	7.91465	1.495824	0.028254	0.0500011	0.0213823	0.00753439	0.0523018	0.00394989	0.0765789	0.0121797	0.014578	0.0124526	0.12068	0.0397569	0.0131327	0.0308688	0.00388123	0.0648596	0.0346917	0.00966444	0.000795414	0.0135642	0.0126426	0.0756049	0.0538004	0.0624718	0.077325	0.0278539	0.0246567	0.0338264	0.0207108	2.157293
4860	-534.8009	-564.7073	29.90635	0.0541275	0.0470583	0.104031	0.0210815	0.0643678	0.0525347	0.175974	0.113264	0.0328188	0.0132922	0.0923098	0.494827	0.101927	0.157232	0.0155747	0.294313	0.173189	0.00908776	0.0289816	0.0324518	0.0338916	0.145289	0.00621959	0.0476986	0.0994426	0.060712	0.0495039	0.113768	0.131289	0.0763327	0.285164	0.676083	1.47911	3.50675	13.1005	1.860206	0.019567	0.0170115	0.0376073	0.00762094	0.0232689	0.0189912	0.0636147	0.040945	0.011864	0.00480511	0.0333699	0.17888	0.0368464	0.0568392	0.00563024	0.106394	0.0626077	0.00328522	0.0104768	0.0117313	0.0122518	0.0525218	0.00224838	0.017243	0.0359485	0.0219474	0.0178956	0.041127	0.0474607	2.766257
4896	-547.4181	-579.1349	31.71681	0.0422464	0.00486372	0.000484977	0.0984452	0.197269	0.0199926	0.123915	0.0265029	0.0252379	0.0689444	0.0737478	0.133346	0.0693209	0.116646	0.0367861	0.150854	0.00605834	0.0132185	0.0773307	0.0295914	0.0154257	0.0167596	0.00572906	0.000640225	0.123815	0.132207	0.0523471	0.0345797	0.0185984	0.0987096	0.323256	0.703052	1.42237	3.09352	10.1307	1.674319	0.0246348	0.00283615	0.000282801	0.0574056	0.115032	0.0116581	0.0722578	0.0154544	0.0147168	0.0402031	0.043004	0.0777571	0.0404226	0.0680188	0.0214508	0.0879667	0.00353275	0.00770798	0.0450933	0.0172554	0.00899508	0.00977289	0.00334074	0.00037333	0.0721996	0.0770931	0.0305248	0.0201642	0.0108451	1.714905
4932	-525.0149	-557.378	32.36314	0.00753422	0.0270822	0.0131791	0.00806099	0.0294301	0.0113719	0.0793021	0.00511249	0.000884245	0.0275515	0.0418478	0.0651688	0.0111087	0.0676153	0.000702885	0.131596	0.037858	0.0210315	0.0132736	0.0509312	0.047181	0.0102078	0.0212827	0.000911264	0.0314801	0.00474088	0.00800308	0.00473958	0.0101937	0.0545481	0.242061	0.642385	1.5567	4.1312	18.3325	2.103171	0.00954445	0.0343081	0.0166954	0.0102118	0.0372825	0.0144061	0.100461	0.00647657	0.00112017	0.0349026	0.0530133	0.0825568	0.0140727	0.085656	0.000890424	0.166707	0.0479591	0.0266429	0.0168151	0.0645203	0.0597695	0.0129314	0.0269613	0.0011544	0.0398794	0.00600581	0.0101384	0.00600417	0.0129135	0.7893822
4968	-523.445	-553.3075	29.86246	0.0196482	0.0215494	0.140263	0.0307698	0.165754	0.0852416	0.2532	0.00131555	0.0166897	0.198632	0.0600195	0.14029	0.162547	0.232658	0.0143519	0.376083	0.148185	0.0844844	0.06317	0.0576659	0.197804	0.0112451	0.0996145	0.101958	0.0664104	0.147423	0.14944	0.0345109	0.0356695	0.160535	0.409783	0.757049	1.32092	2.44031	6.22917	1.322669	0.00630439	0.00691442	0.0450053	0.00987292	0.0531844	0.0273509	0.0812427	0.000422113	0.0053551	0.0637338	0.019258	0.0450138	0.0521552	0.0746513	0.00460499	0.120671	0.0475472	0.027108	0.0202689	0.0185029	0.063468	0.00360815	0.0319627	0.0327145	0.0213087	0.0473025	0.0479497	0.0110733	0.011445	3.116591
5004	-529.4392	-561.5782	32.13899	0.00285531	0.00379168	0.00530601	0.00626473	0.0151006	0.00604992	0.0272458	0.000335318	0.00193474	0.0236502	0.0241555	0.00344838	0.0258844	0.0206714	0.00860268	0.056136	0.00756597	0.00843074	0.00434789	0.00231338	0.0122274	0.022634	0.00922653	0.0086402	0.00436436	0.000637802	0.0136426	0.0111293	0.0173659	0.0363782	0.198664	0.603985	1.65567	5.03363	27.489	2.396096	0.00806679	0.0107122	0.0149905	0.017699	0.042662	0.0170922	0.0769746	0.000947336	0.005466	0.0668161	0.0682437	0.00974231	0.0731282	0.0584007	0.0243042	0.158595	0.0213753	0.0238184	0.0122836	0.00653574	0.0345448	0.0639452	0.0260667	0.0244102	0.0123301	0.00180191	0.0385429	0.0314424	0.0490621	0.3539587
5040	-529.8218	-561.9621	32.14028	0.000942019	0.00790086	0.0239233	0.0145557	0.0842198	0.0072048	0.20052	0.000803313	0.00403292	0.0266613	0.00713617	0.000227995	0.0286258	0.0678723	0.00811517	0.0616425	0.0389312	0.0257149	0.0231704	0.0108095	0.00857199	0.0841147	0.00383308	0.0077337	0.0270837	0.00688466	0.0392872	0.0300841	0.0293264	0.0443068	0.218716	0.622379	1.60674	4.57214	22.5699	2.253528	0.00107056	0.00897898	0.0271877	0.0165419	0.095712	0.00818794	0.227882	0.00091293	0.00458323	0.0302994	0.00810994	0.000259106	0.032532	0.0771339	0.00922253	0.070054	0.0442435	0.0292238	0.0263322	0.0122846	0.00974168	0.0955926	0.00435613	0.008789	0.0307794	0.00782411	0.0446481	0.0341892	0.0333281	0.8799291
5076	-529.49	-561.8022	32.31219	0.00123257	0.00362774	0.0086561	0.00108901	0.0205599	0.00634565	0.0172642	0.000990063	0.00290176	0.0383184	0.0227816	0.010861	0.0146	0.0181014	0.0124697	0.0534582	0.0237128	0.00476169	0.0101394	0.000822996	0.00994617	0.0168603	0.0289221	0.0014664	0.00409544	0.00248698	0.0310525	0.0107225	0.0103524	0.0447102	0.219685	0.623238	1.60452	4.55198	22.3663	2.246976	0.00317183	0.00933544	0.0222752	0.0028024	0.0529079	0.0163296	0.0444267	0.00254778	0.00746725	0.0986067	0.0586249	0.027949	0.0375709	0.0465811	0.0320889	0.137566	0.0610213	0.0122535	0.0260922	0.00211786	0.0255949	0.0433874	0.0744266	0.00377355	0.010539	0.00639987	0.0799088	0.0275926	0.0266404	0.3885988
5112	-540.3394	-567.1443	26.80489	0.0100181	0.000307718	0.260249	0.0365866	0.407956	0.0297036	0.0602343	0.132242	0.229934	0.0989524	0.122173	0.175035	0.345727	0.225796	0.107759	0.377194	0.141513	0.279205	0.0432245	0.464742	0.149217	0.131784	0.274446	0.203308	0.0452185	0.0641943	0.0679167	0.353709	0.0863169	0.184614	0.438688	0.77332	1.29313	2.27953	5.41671	1.221616	0.00203428	6.24852e-05	0.052846	0.00742926	0.0828394	0.00603161	0.0122311	0.026853	0.0466902	0.0200932	0.0248084	0.0355425	0.0702031	0.04585	0.0218815	0.0765928	0.0287357	0.0566953	0.00877715	0.0943703	0.0302998	0.0267601	0.0557289	0.0412837	0.00918206	0.0130353	0.0137911	0.071824	0.0175275	4.924663
5148	-528.8655	-557.9738	29.10828	0.0365486	0.0334027	0.0429476	0.0421613	0.324632	0.00528621	0.233621	0.0140421	0.0265727	0.008815	0.11714	0.0104968	0.25519	0.275832	0.058396	0.645911	0.0935952	0.107733	0.101668	0.075225	0.0274546	0.0449993	0.145056	0.257506	0.0598973	0.00736198	0.205558	0.194085	0.168693	0.18501	0.439147	0.773572	1.2927	2.27714	5.4051	1.220066	0.0100968	0.00922771	0.0118645	0.0116473	0.0896816	0.00146035	0.0645392	0.00387923	0.00734087	0.0024352	0.0323606	0.00289981	0.0704977	0.0762004	0.0161323	0.178437	0.0258562	0.0297618	0.0280865	0.0207814	0.0075845	0.0124313	0.0400727	0.0711377	0.016547	0.00203379	0.0567868	0.0536172	0.0466026	3.619829
5184	-526.4442	-558.3116	31.86745	0.0209387	0.00078117	0.0263267	0.0117482	0.0675134	0.00435845	0.179025	0.0024801	0.0306865	0.00692655	0.0413095	0.00560782	0.0580953	0.152362	0.0205888	0.0958068	0.0199044	0.0739602	0.0440926	0.0184259	0.0398181	0.00971976	0.124279	0.0390095	0.072054	0.0253745	0.0180946	0.0694144	0.00388435	0.0549522	0.242934	0.643107	1.55495	4.11635	18.1976	2.097833	0.0163254	0.000609059	0.0205262	0.00915979	0.0526385	0.00339818	0.139582	0.00193367	0.0239255	0.00540046	0.032208	0.00437227	0.0452954	0.118793	0.0160526	0.0746982	0.015519	0.0576649	0.0343779	0.0143662	0.0310451	0.00757825	0.0968969	0.0304148	0.0561787	0.0197839	0.0141079	0.0541207	0.00302853	1.282586
5220	-535.9719	-567.308	31.3361	0.0259078	5.46612e-05	0.000836043	0.0346983	0.0360441	0.0316462	0.0445562	0.00587364	0.00819802	0.0109894	0.135536	0.0339374	0.0351157	0.134009	0.0306817	0.270183	0.0673932	0.053951	0.0291959	0.00921558	0.0371644	0.0458568	0.0574502	0.038951	0.0311624	0.0522843	0.0350306	0.0427956	0.0256505	0.0303361	0.181823	0.587522	1.70207	5.49987	32.964	2.527427	0.0189889	4.00633e-05	0.000612769	0.0254317	0.0264182	0.0231948	0.032657	0.00430502	0.00600865	0.00805457	0.0993395	0.0248741	0.0257377	0.0982208	0.0224878	0.198028	0.0493952	0.0395428	0.0213988	0.00675446	0.0272393	0.0336103	0.0421075	0.0285487	0.0228402	0.0383212	0.0256753	0.0313666	0.0188002	1.364369
5256	-523.3047	-554.4457	31.14102	0.00607975	0.0520407	0.00208952	0.0141743	0.141968	0.0285984	0.116726	0.00774726	0.0263823	0.0614519	0.112954	0.151535	0.122587	0.0733402	0.0258202	0.31406	0.0106852	0.13553	0.0327714	0.0321976	0.0532524	0.0315002	0.168865	0.0303606	0.02013	0.0143036	0.0527387	0.197073	0.0698513	0.0990125	0.323739	0.70338	1.42171	3.0889	10.0997	1.672103	0.00288575	0.0247011	0.000991793	0.00672785	0.0673851	0.0135742	0.0554041	0.00367724	0.0125223	0.0291681	0.0536137	0.0719259	0.0581861	0.0348109	0.0122556	0.149069	0.00507175	0.0643295	0.0155549	0.0152826	0.0252763	0.0149516	0.0801519	0.0144107	0.00955473	0.00678919	0.0250324	0.0935407	0.0331549	2.106814
5292	-529.1119	-558.1492	29.03727	0.0118338	0.0280223	0.0275979	0.0185432	0.262893	0.0378338	0.187976	0.169155	0.0405985	0.0781086	0.351848	0.158446	0.143063	0.137607	0.125477	0.554278	0.0947511	0.133793	0.152374	0.122865	0.106666	0.0112403	0.103002	0.0506137	0.0950472	0.0220353	0.151063	0.223526	0.038246	0.175343	0.427802	0.767281	1.3033	2.33753	5.70311	1.258872	0.00325239	0.00770159	0.00758496	0.00509639	0.0722531	0.0103982	0.051663	0.0464902	0.011158	0.0214672	0.0967012	0.0435471	0.0393192	0.0378197	0.0344859	0.152337	0.0260412	0.0367713	0.0418782	0.033768	0.0293159	0.00308927	0.0283088	0.0139106	0.0261226	0.00605616	0.041518	0.0614336	0.0105115	3.638503
5328	-529.7154	-561.3278	31.6124	0.00764446	0.0209534	0.0231645	0.00987385	0.167392	0.0128437	0.135734	0.0253027	0.0519134	0.00138183	0.0570873	0.0645673	0.0553606	0.0664745	0.0135659	0.10227	0.0323055	0.055012	0.039264	0.0293663	0.0436455	0.0290735	0.060452	0.0251907	0.0220414	0.00569133	0.0832616	0.0617408	0.00842563	0.0405294	0.209414	0.613997	1.62867	4.77523	24.6735	2.317963	0.00583101	0.0159828	0.0176693	0.00753154	0.127683	0.00979686	0.103535	0.0193003	0.0395983	0.00105402	0.0435449	0.0492504	0.0422277	0.0507052	0.0103477	0.0780094	0.0246418	0.0419618	0.0299497	0.0224	0.0332918	0.0221766	0.0461114	0.0192149	0.0168127	0.00434121	0.06351	0.0470944	0.00642687	1.311
