Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
4824	-534.5746	-566.5857	32.01106	0.0142355	0.020758	0.0245301	0.00807588	0.00424815	0.0054983	0.147147	0.0189457	0.017411	0.0242926	0.0355485	0.0406099	0.0551016	0.0405506	0.0160312	0.0950102	0.00479962	0.00449457	0.0127775	0.0244484	0.0555071	0.0543356	0.0667115	0.0260804	0.116131	0.0184002	0.0359052	0.0475537	0.0777948	0.0510111	0.234274	0.635866	1.57266	4.2685	19.6036	2.151644	0.012791	0.0186516	0.0220409	0.00725638	0.00381707	0.00494036	0.132215	0.0170232	0.0156442	0.0218275	0.0319412	0.036489	0.0495102	0.0364358	0.0144045	0.0853691	0.00431259	0.00403848	0.0114809	0.0219676	0.0498746	0.0488219	0.059942	0.0234339	0.104347	0.0165331	0.0322618	0.0427282	0.0699006	1.112934
4860	-536.377	-567.7543	31.37737	0.0288244	0.0391944	0.00648571	0.0113483	0.0983961	0.00208471	0.11698	0.106115	0.0202582	0.0968962	0.0166536	0.0952409	0.0184526	0.0534974	0.0283636	0.134739	0.00766652	0.0869752	0.13061	0.0321134	0.0735183	0.033892	0.00129437	0.0264554	0.0634304	0.0217714	0.100592	0.196565	0.0972869	0.0655829	0.264817	0.660647	1.51367	3.77619	15.2479	1.969958	0.0165116	0.022452	0.00371525	0.00650071	0.0563648	0.0011942	0.0670104	0.0607864	0.0116046	0.0555056	0.00953978	0.0545574	0.0105703	0.0306452	0.0162477	0.0771834	0.00439166	0.0498225	0.0748182	0.0183957	0.0421139	0.0194145	0.00074146	0.0151546	0.0363352	0.0124715	0.0576226	0.1126	0.0557294	1.745701
4896	-541.1956	-571.0148	29.8192	0.0445749	0.0243093	0.0318502	0.00344075	0.211129	0.0537665	0.191669	0.0338565	0.0460921	0.116178	0.116231	0.128917	0.0928151	0.127597	0.0133115	0.229127	0.0548239	0.0227997	0.0454788	0.173068	0.0472477	0.0533903	0.020289	0.000823894	0.0356226	0.0709412	0.0957039	0.324501	0.0215053	0.0320101	0.186649	0.592343	1.68821	5.35766	31.2401	2.488588	0.0183356	0.00999948	0.0131014	0.00141533	0.0868465	0.0221165	0.0788417	0.0139266	0.0189597	0.047789	0.0478107	0.0530291	0.0381788	0.0524861	0.00547558	0.09425	0.0225514	0.0093785	0.0187074	0.0711903	0.019435	0.0219617	0.00834573	0.000338903	0.0146531	0.0291812	0.0393672	0.133481	0.00884604	2.43106
4932	-527.2032	-557.6713	30.46813	0.0140384	0.107179	0.00373406	0.00121467	0.166281	0.0430612	0.149942	0.0578125	0.0093035	0.0606913	0.0372798	0.200651	0.139063	0.258955	0.00855742	0.26953	0.0432617	0.0325678	0.0322786	0.0752253	0.100384	0.000545655	0.137529	0.0321806	0.0410834	0.113195	0.20099	0.116203	0.0860962	0.0996476	0.324751	0.704065	1.42032	3.07929	10.0354	1.66748	0.00552946	0.0422157	0.00147078	0.000478436	0.065495	0.016961	0.0590595	0.0227713	0.00366448	0.0239052	0.0146838	0.0790326	0.0547744	0.101998	0.00337061	0.106163	0.01704	0.0128278	0.0127139	0.0296298	0.0395393	0.000214923	0.0541701	0.0126753	0.016182	0.0445856	0.0791663	0.0457703	0.0339117	2.538835
4968	-538.0616	-568.8814	30.81984	0.0594898	0.00764951	0.0598903	0.0449649	0.0402825	0.0119358	0.106282	0.0746126	0.0554646	0.101487	0.0484167	0.0728879	0.074893	0.0917252	0.0206166	0.293375	0.0213785	0.0132852	0.192854	0.073311	0.0380635	0.0850177	0.0514564	0.116502	0.0297864	0.0514399	0.163663	0.0111223	0.142657	0.0702474	0.273841	0.66759	1.49793	3.65175	14.2354	1.920277	0.0276117	0.00355046	0.0277976	0.0208701	0.0186968	0.00553992	0.0493301	0.0346308	0.0257435	0.0471044	0.0224723	0.0338304	0.034761	0.0425736	0.00956903	0.136168	0.00992265	0.00616622	0.0895118	0.0340267	0.0176669	0.0394603	0.0238831	0.0540736	0.0138251	0.0238754	0.0759628	0.00516234	0.0662134	2.154511
5004	-531.6601	-562.381	30.72085	0.0547479	0.0456915	0.0634615	0.0247043	0.0885642	0.00630978	0.151047	0.069072	0.0038016	0.0593372	0.165679	0.2191	0.147338	0.0532842	0.0686138	0.263071	0.0441503	0.0426093	0.173138	0.0718878	0.124903	0.0619583	0.165103	0.0109128	0.00669408	0.113194	0.0337261	0.129451	0.167471	0.172832	0.424802	0.765599	1.30617	2.35404	5.78598	1.269302	0.0208245	0.0173797	0.0241388	0.00939677	0.0336872	0.00240005	0.0574536	0.0262729	0.00144601	0.0225701	0.0630194	0.0833391	0.0560428	0.0202677	0.0260986	0.100064	0.0167935	0.0162073	0.0658563	0.027344	0.0475093	0.0235671	0.0628	0.00415092	0.00254623	0.0430555	0.0128284	0.0492392	0.0637008	2.62902
5040	-528.0904	-560.3334	32.24299	0.00228628	0.00134531	0.00234346	0.0129418	0.0185538	0.0121324	0.0576739	0.00896197	0.00912375	0.0134735	0.035079	0.0401235	0.0232307	0.0515213	0.0137864	0.105395	0.0110206	0.029357	0.0521948	0.0263279	0.0383254	0.00531665	0.0375434	0.016771	0.0205922	0.00214883	0.0154375	0.00759105	0.0605255	0.0437201	0.217299	0.621118	1.61	4.60196	22.8728	2.263167	0.00312708	0.00184005	0.00320528	0.0177012	0.0253771	0.0165941	0.0788838	0.0122578	0.0124791	0.0184284	0.0479796	0.0548792	0.031774	0.0704686	0.0188564	0.144155	0.0150735	0.0401532	0.0713898	0.0360102	0.0524199	0.00727188	0.0513503	0.0229387	0.0281651	0.00293908	0.0211147	0.0103827	0.0827842	0.731124
5076	-532.0036	-562.7703	30.76671	0.00619464	0.00282931	0.0228214	0.0151748	0.0493338	0.012986	0.0904615	0.00531873	0.0600132	0.0711679	0.0477919	0.0794732	0.1103	0.0944756	0.0189569	0.432937	0.0254438	0.172217	0.0244943	0.0142314	0.0610021	0.0110975	0.0979397	0.0320289	0.148934	0.0420709	0.0588338	0.0861824	0.0774378	0.0445423	0.219282	0.622881	1.60544	4.56034	22.4506	2.249695	0.00314106	0.00143463	0.0115719	0.00769457	0.0250153	0.00658471	0.0458695	0.00269692	0.0304304	0.0360865	0.0242334	0.0402978	0.0559286	0.0479049	0.00961231	0.219525	0.0129015	0.0873246	0.0124201	0.00721618	0.0309318	0.00562713	0.0496614	0.0162406	0.0755185	0.0213325	0.0298324	0.0436997	0.0392657	1.972149
5112	-525.4946	-556.994	31.49943	0.00235239	0.00520391	0.00502519	0.000500994	0.0112585	0.00330421	0.0142223	0.00270719	0.00273985	0.00235431	0.000972494	0.010138	0.00403256	0.0168887	0.00398158	0.0607076	0.00704208	0.00867219	0.00436252	0.0107987	0.00101761	0.0075708	0.0102647	0.00152265	0.00875652	0.00551921	0.00285166	0.0121552	0.00435502	0.0192724	0.145733	0.548335	1.8237	6.86185	51.8877	2.855457	0.0101712	0.0225006	0.0217279	0.00216619	0.0486794	0.0142867	0.0614941	0.0117053	0.0118465	0.0101795	0.00420486	0.0438345	0.017436	0.0730233	0.0172155	0.262487	0.0304485	0.0374967	0.0188626	0.0466912	0.00439992	0.0327346	0.0443824	0.00658362	0.0378614	0.0238639	0.01233	0.0525564	0.0188302	0.2312785
5148	-532.6551	-565.145	32.48995	0.0137063	0.018157	0.0253575	0.0196933	0.0417589	0.0131523	0.0609482	0.00745491	0.0537314	0.0270151	0.022866	0.0256667	0.0266858	0.0407819	0.00832647	0.105265	0.0140467	0.0617233	0.0128915	0.0111676	0.00755728	0.010189	0.0557627	0.00591135	0.0265543	0.0284538	0.0548543	0.0176754	0.0362643	0.0696825	0.272765	0.666771	1.49977	3.66616	14.3508	1.926115	0.0160567	0.0212707	0.0297059	0.0230704	0.0489199	0.0154077	0.0713997	0.0087333	0.0629455	0.0316478	0.0267872	0.0300681	0.0312619	0.0477753	0.00975431	0.123317	0.0164555	0.0723078	0.0151022	0.0130826	0.00885323	0.0119362	0.0653251	0.00692504	0.031108	0.0333332	0.0642609	0.0207064	0.042483	0.8536189
5184	-536.5205	-567.4379	30.91734	0.0453641	0.0199169	0.0030105	0.0103869	0.0628261	0.0289072	0.0617674	0.0851924	0.0346022	0.0199264	0.0452492	0.179228	0.0579768	0.101446	0.0462822	0.141265	0.100687	0.0673194	0.0427684	0.0260807	0.0739943	0.0242647	0.0187758	0.0666777	0.172857	0.135676	0.0843173	0.0553645	0.0420108	0.0431073	0.215808	0.619785	1.61346	4.63376	23.1979	2.273374	0.0244664	0.0107419	0.00162366	0.00560202	0.0338842	0.0155906	0.0333132	0.0459471	0.0186621	0.010747	0.0244044	0.0966637	0.0312688	0.0547133	0.0249615	0.0761888	0.0543038	0.0363076	0.0230664	0.0140662	0.0399076	0.0130867	0.0101264	0.0359615	0.0932277	0.0731745	0.0454751	0.0298599	0.0226578	1.854141
5220	-529.53	-559.6549	30.12485	0.0100154	0.131681	0.00588945	0.0240894	0.159297	0.068089	0.225307	0.0368352	0.0481946	0.0723988	0.116019	0.0994866	0.108311	0.113367	0.0626493	0.466036	0.0714897	0.0347239	0.0691549	0.029852	0.0879231	0.12815	0.0217339	0.0868798	0.32483	0.0164821	0.124579	0.0336975	0.00561614	0.107205	0.336538	0.71194	1.40461	2.97144	9.32792	1.614621	0.00359908	0.04732	0.00211639	0.00865661	0.057244	0.024468	0.0809647	0.0132369	0.0173189	0.0260167	0.0416919	0.0357508	0.0389219	0.0407387	0.0225132	0.167471	0.0256901	0.0124781	0.024851	0.0107274	0.0315955	0.0460509	0.00781015	0.0312205	0.116729	0.00592288	0.044768	0.0121093	0.00201818	2.782778
5256	-531.5888	-563.3861	31.79733	0.0130025	0.113534	0.00715274	0.00944216	0.0539556	0.0154299	0.0566215	0.0351746	0.0054085	0.0113224	0.0782296	0.119429	0.0557844	0.0227552	0.0187168	0.0720274	0.0527338	0.0468333	0.0134346	0.048432	0.084693	0.123246	0.0315748	0.0181039	0.119105	0.0167847	0.0191068	0.0393958	0.0130968	0.052658	0.237933	0.638948	1.56507	4.20286	18.9905	2.12867	0.00989137	0.0863686	0.0054413	0.00718294	0.0410457	0.011738	0.0430737	0.0267584	0.00411441	0.00861331	0.0595116	0.0908532	0.0424369	0.0173105	0.0142385	0.0547934	0.0401162	0.0356275	0.0102201	0.0368437	0.0644285	0.0937568	0.0240199	0.0137722	0.0906068	0.0127686	0.0145351	0.0299696	0.00996315	1.314527
5292	-533.0651	-562.8779	29.81281	0.00409049	0.0113041	0.0391743	0.00334012	0.253991	0.0755301	0.243386	0.0372031	0.101326	0.0101205	0.183494	0.116135	0.238757	0.235168	0.0768337	0.393498	0.0268746	0.159692	0.0221969	0.0410368	0.159366	0.0439069	0.222702	0.134426	0.0687406	0.0433028	0.235973	0.00216163	0.0335156	0.189482	0.444291	0.776388	1.28802	2.25078	5.27756	1.202799	0.00127143	0.00351359	0.0121763	0.00103819	0.0789467	0.0234766	0.0756504	0.0115636	0.0314946	0.0031457	0.0570346	0.0360975	0.0742116	0.0730961	0.0238818	0.122309	0.00835331	0.0496364	0.00689936	0.0127553	0.0495349	0.0136474	0.0692213	0.0417829	0.0213663	0.0134596	0.0733461	0.000671887	0.0104175	3.217247
5328	-532.5512	-565.1029	32.55171	0.00412066	0.0267609	0.016365	0.0249172	0.145147	0.0377513	0.0397768	0.000928893	0.0241048	0.011422	0.0590309	0.0614735	0.0373771	0.083009	0.0176811	0.100324	0.0326521	0.0295845	0.0281317	0.01784	0.0423045	0.0360547	0.0372971	0.0888368	0.0373946	0.00864801	0.0734399	0.00734581	0.00116408	0.11075	0.34192	0.715473	1.39768	2.92466	9.02933	1.591097	0.00364376	0.0236637	0.014471	0.0220334	0.128348	0.0333821	0.0351732	0.000821387	0.021315	0.0101001	0.0521989	0.0543588	0.0330512	0.0734019	0.0156348	0.0887128	0.0288731	0.0261605	0.0248758	0.0157753	0.0374083	0.0318819	0.0329805	0.0785552	0.0330668	0.00764713	0.0649403	0.00649564	0.00102935	1.130884
5364	-533.0743	-565.348	32.27373	0.0169396	0.00998533	0.0234869	0.0148538	0.154036	0.0044931	0.0333971	0.00122327	1.90958e-05	0.0024015	0.0444914	0.0161804	0.0703779	0.0468361	0.049974	0.224478	0.0077804	0.0185074	0.0297822	0.0334395	0.0573709	0.00311701	0.0360232	0.0122477	0.037014	0.0186579	0.0300024	0.013009	0.0237718	0.0652726	0.264205	0.660171	1.51476	3.78494	15.3204	1.973388	0.0163843	0.00965795	0.0227169	0.0143668	0.148986	0.00434579	0.0323021	0.00118317	1.84698e-05	0.00232277	0.0430327	0.0156499	0.0680705	0.0453006	0.0483355	0.217119	0.00752532	0.0179006	0.0288057	0.0323432	0.05549	0.00301481	0.0348421	0.0118461	0.0358005	0.0180461	0.0290188	0.0125825	0.0229924	1.033897
5400	-532.7243	-562.6646	29.94036	0.0867325	0.0785535	0.117913	0.0971002	0.288281	0.0935174	0.155156	0.00491855	0.0199293	0.0417232	0.249458	0.0484416	0.137102	0.13933	0.024272	0.111207	0.0317861	0.210742	0.0802295	0.0324445	0.134193	0.267193	0.0122458	0.252611	0.0471783	0.288883	0.0396434	0.10915	0.148617	0.307524	0.562649	0.835755	1.19652	1.77731	3.25177	0.8526434	0.0259015	0.023459	0.035213	0.0289977	0.0860913	0.0279277	0.0463353	0.00146886	0.00595161	0.0124601	0.0744972	0.0144664	0.0409437	0.0416089	0.00724852	0.0332106	0.0094925	0.0629353	0.0239595	0.00968911	0.0400751	0.0797935	0.00365705	0.0754389	0.0140892	0.086271	0.011839	0.0325961	0.0443824	3.348551
5436	-537.0328	-566.3539	29.32111	0.0504427	0.0171742	0.081067	0.294354	0.194166	0.0151426	0.307399	0.0168112	0.0294158	0.0385485	0.12493	0.0746545	0.137235	0.0619884	0.102846	0.353959	0.0397532	0.205701	0.0657328	0.233514	0.238483	0.1159	0.0526464	0.0367464	0.0276049	0.352332	0.0579367	0.106469	0.165766	0.236145	0.49465	0.802835	1.24559	2.02163	4.23469	1.043612	0.0140169	0.00477231	0.0225266	0.081794	0.0539542	0.00420777	0.0854189	0.00467144	0.00817395	0.0107117	0.0347151	0.0207447	0.0381344	0.0172251	0.0285784	0.0983571	0.0110465	0.0571594	0.0182656	0.0648882	0.0662688	0.0322058	0.0146292	0.010211	0.00767076	0.0979049	0.0160993	0.0295853	0.0460626	3.598717
5472	-536.7879	-569.3743	32.5864	0.00982441	0.0260386	0.0177001	0.0145578	0.0644179	0.0294831	0.0517443	0.0166576	0.00498316	0.0304053	0.0329251	0.073231	0.0059139	0.0408147	0.022513	0.10862	0.0414793	0.0206491	0.0439339	0.0393863	0.017999	0.0867888	0.00465203	0.0442946	0.0106718	0.0479546	0.00346755	0.0225148	0.0100116	0.0889142	0.307192	0.691961	1.44517	3.25529	11.2468	1.749887	0.0104113	0.027594	0.0187573	0.0154274	0.0682658	0.0312442	0.0548351	0.0176527	0.00528082	0.0322215	0.0348918	0.0776054	0.00626716	0.0432527	0.0238578	0.115108	0.043957	0.0218826	0.0465582	0.0417389	0.0190741	0.091973	0.00492992	0.0469404	0.0113093	0.0508191	0.00367468	0.0238597	0.0106096	0.9436335
5508	-530.2731	-562.4368	32.16369	0.0271346	0.0105348	0.0218175	0.00108462	0.028367	0.000279386	0.086147	0.00284033	0.0134731	0.0672156	0.0373596	0.00660656	0.0209242	0.0684951	0.0292042	0.213609	0.0115188	0.0683921	0.0897893	0.0485086	0.0254698	0.0339655	0.00820837	0.002736	0.0320998	0.0525332	0.0125644	0.025967	0.00918029	0.0578764	0.249155	0.648201	1.54273	4.01357	17.2782	2.060346	0.0256951	0.00997589	0.02066	0.00102708	0.026862	0.000264563	0.0815767	0.00268964	0.0127583	0.0636496	0.0353775	0.00625606	0.0198141	0.0648612	0.0276548	0.202276	0.0109077	0.0647637	0.0850257	0.0459351	0.0241186	0.0321635	0.00777289	0.00259085	0.0303968	0.0497461	0.0118978	0.0245894	0.00869325	1.056025
5544	-537.2864	-568.7815	31.49501	0.00615122	0.00551697	0.0377894	0.00404942	0.019704	0.00309987	0.0318418	0.0176655	0.0280092	0.00350951	0.0138197	0.0831255	0.0353701	0.0390584	0.0190799	0.114417	0.0329042	0.00249146	0.0162904	0.0497355	0.0446259	0.0463315	0.0180667	0.0203505	0.0289442	0.123707	0.001714	0.0119368	0.0118815	0.017964	0.140821	0.542501	1.84332	7.1012	55.6667	2.906291	0.00706074	0.00633271	0.0433769	0.00464816	0.0226175	0.00355822	0.0365499	0.0202775	0.0321507	0.00402842	0.015863	0.0954163	0.0405999	0.0448335	0.021901	0.131334	0.0377693	0.00285984	0.0186991	0.0570894	0.0512242	0.0531821	0.020738	0.0233595	0.0332239	0.141998	0.00196743	0.0137017	0.0136383	0.8711869
5580	-530.5106	-562.1483	31.63763	0.00165769	0.0101377	0.00379976	0.00238087	0.0234476	0.00371772	0.0863613	0.0108861	0.002397	0.00444379	0.01793	0.0376528	0.0133376	0.0129815	0.010759	0.0557531	0.0216293	0.0280795	0.00211156	0.00454848	0.00563975	0.00633458	0.019953	0.00679232	0.026199	0.0247276	0.00362884	0.0253155	0.0204741	0.0168939	0.136666	0.537454	1.86062	7.31713	59.193	2.950701	0.00336193	0.0205602	0.00770621	0.00482859	0.0475536	0.00753984	0.175148	0.022078	0.0048613	0.00901236	0.0363635	0.0763629	0.0270496	0.0263275	0.0218202	0.113072	0.0438659	0.0569475	0.00428242	0.00922468	0.0114379	0.012847	0.0404663	0.0137754	0.0531336	0.0501495	0.00735957	0.0513418	0.0415232	0.4930772
5616	-527.8061	-558.9561	31.15003	0.00133362	0.0125338	0.000259551	0.003396	0.277608	0.0108814	0.0995928	0.0426883	0.00628543	0.0358868	0.102541	0.0757563	0.0690666	0.117229	0.0481703	0.225397	0.0104792	0.0882496	0.0620477	0.0710372	0.0146165	0.0190234	0.0657678	0.0281854	0.0223563	0.113721	0.027426	0.115419	0.128134	0.064622	0.262918	0.659165	1.51707	3.80347	15.4746	1.98063	0.000703724	0.00661382	0.00013696	0.001792	0.146488	0.00574191	0.0525531	0.0225257	0.00331669	0.0189368	0.0541088	0.0399751	0.036445	0.0618591	0.0254185	0.118937	0.00552965	0.0465675	0.0327413	0.0374849	0.00771285	0.0100383	0.0347043	0.0148729	0.011797	0.0600085	0.0144721	0.0609042	0.0676138	1.895089
5652	-526.073	-557.1758	31.10285	0.0185092	0.0429368	0.000910282	0.0174016	0.129328	0.0122854	0.106208	0.102788	0.0116368	0.0449494	0.115764	0.0514599	0.101283	0.136945	0.063587	0.289461	0.00476898	0.13574	0.0916685	0.063941	0.0398373	0.0890612	0.0208867	0.0311645	0.0854643	0.0192022	0.0398392	0.228657	0.106101	0.114912	0.348128	0.7195	1.38985	2.87251	8.70228	1.564421	0.00840645	0.0195009	0.000413429	0.00790341	0.0587378	0.00557976	0.0482374	0.0466838	0.00528515	0.020415	0.0525772	0.0233719	0.0460006	0.0621971	0.0288798	0.131467	0.00216596	0.0616498	0.0416337	0.0290405	0.0180932	0.0404495	0.00948626	0.0141542	0.0388159	0.00872118	0.0180941	0.103851	0.0481887	2.201785
5688	-540.3625	-570.9241	30.56166	0.0115792	0.105291	0.113202	0.0255556	0.0692572	0.0217372	0.049713	0.0260242	0.00727026	0.100256	0.113842	0.189342	0.114632	0.0582094	0.0475612	0.128365	0.0624426	0.440205	0.000711089	0.0418986	0.00492709	0.0282964	0.00727019	0.0591047	0.0998045	0.0528681	0.0812857	0.0831483	0.112469	0.061105	0.255839	0.653577	1.53004	3.90871	16.3653	2.021094	0.005132	0.046666	0.0501724	0.0113265	0.0306955	0.00963415	0.0220333	0.0115342	0.00322225	0.0444343	0.0504558	0.0839182	0.0508061	0.025799	0.0210796	0.0568925	0.0276752	0.195103	0.000315162	0.0185699	0.00218373	0.0125412	0.00322222	0.0261958	0.0442343	0.0234317	0.0360266	0.0368521	0.0498472	2.256268
5724	-530.9223	-562.7104	31.78806	0.0125147	0.029675	0.0134949	0.00554125	0.0436978	0.00401518	0.0599331	0.0262709	0.0263745	0.0385512	0.0570138	0.0976288	0.0394347	0.0811184	0.0451394	0.143784	0.070415	0.0649995	0.0726699	0.00501212	0.0357641	0.0101436	0.0592404	0.0383034	0.0115728	0.00989578	0.063072	0.0217125	0.00520529	0.0424241	0.214133	0.61828	1.61739	4.67	23.5715	2.284926	0.0104972	0.024891	0.0113194	0.00464794	0.0366532	0.00336789	0.0502712	0.0220357	0.0221227	0.0323364	0.0478226	0.08189	0.0330774	0.0680413	0.0378624	0.120605	0.0590633	0.0545209	0.0609547	0.00420411	0.0299985	0.00850837	0.0496902	0.0321285	0.00970711	0.00830047	0.0529041	0.0182123	0.00436614	1.192195
5760	-529.1411	-560.2642	31.12306	0.018691	0.0212739	0.0451491	0.0345396	0.163547	0.000992499	0.164924	0.0674209	0.0543632	0.0881356	0.0117852	0.160459	0.0664289	0.174901	0.0283139	0.256587	0.00457945	0.127871	0.134187	0.0024075	0.0911017	0.0388734	0.109792	0.0962299	0.00342065	0.0338651	0.020147	0.0890502	0.0237865	0.102041	0.328532	0.706612	1.4152	3.04384	9.79995	1.650316	0.00876348	0.00997454	0.0211687	0.0161943	0.0766808	0.000465345	0.0773268	0.0316111	0.0254889	0.0413234	0.00552563	0.0752329	0.031146	0.0820045	0.0132753	0.120304	0.00214713	0.059954	0.0629153	0.00112879	0.0427142	0.0182263	0.0514773	0.0451186	0.00160382	0.0158781	0.00944615	0.0417523	0.0111526	2.132823
5796	-537.9248	-568.0452	30.12038	0.0258914	0.0272324	0.0581853	0.0393498	0.216808	0.0363371	0.156695	0.0657587	0.0306077	0.0151735	0.226932	0.212646	0.0409102	0.0686653	0.0120039	0.205932	0.200358	0.230314	0.0982021	0.0258729	0.0899851	0.0505693	0.0386873	0.0465849	0.0381109	0.0237817	0.0632579	0.102497	0.0909413	0.0615281	0.256701	0.654263	1.52844	3.89558	16.2527	2.016105	0.0102003	0.0107286	0.022923	0.0155025	0.085415	0.0143156	0.0617325	0.0259067	0.0120584	0.00597783	0.0894036	0.0837752	0.0161172	0.0270518	0.00472913	0.0811304	0.0789341	0.0907357	0.0386883	0.010193	0.0354511	0.0199226	0.0152415	0.0183529	0.0150144	0.00936918	0.0249215	0.0403803	0.0358278	2.53829
5832	-537.7498	-568.6356	30.8858	0.0078914	0.03638	0.098137	0.0416992	0.0984454	0.0343955	0.296286	0.00864488	0.0333332	0.00954235	0.0468416	0.0583514	0.0923567	0.130523	0.00318929	0.296774	0.056316	0.0910099	0.00645248	0.0408681	0.136927	0.0118013	0.0798706	0.00149284	0.0497556	0.0137939	0.050162	0.145086	0.0878684	0.0636024	0.260886	0.657572	1.52075	3.83309	15.7227	1.99213	0.00382299	0.0176243	0.0475425	0.0202012	0.0476919	0.0166629	0.143536	0.00418801	0.0161483	0.00462279	0.0226925	0.0282684	0.0447422	0.0632322	0.00154505	0.143772	0.0272823	0.0440898	0.00312591	0.0197986	0.0663343	0.00571716	0.0386934	0.000723208	0.0241041	0.00668248	0.024301	0.0702868	0.0425679	2.064195
5868	-538.5629	-570.731	32.16805	0.0158091	0.0147184	0.0109606	0.00620513	0.0207147	0.00145484	0.0924203	0.00120384	0.0339329	0.00878709	0.00103186	0.0604743	0.0194359	0.0095853	0.00560045	0.064667	0.0350746	0.0448056	0.0686529	0.0328738	0.00363857	0.0101401	0.0139744	0.0333043	0.000837706	0.032223	0.0468758	0.00335917	0.0435463	0.0395962	0.207048	0.611825	1.63445	4.82979	25.255	2.334805	0.0214707	0.0199895	0.0148858	0.00842736	0.0281332	0.00197586	0.125519	0.00163496	0.0460852	0.011934	0.00140139	0.0821318	0.0263964	0.0130181	0.00760613	0.0878261	0.0476358	0.0608517	0.0932394	0.0446468	0.00494164	0.0137716	0.018979	0.0452314	0.00113771	0.043763	0.0636634	0.00456218	0.0591414	0.7363078
5904	-525.6424	-557.7866	32.14427	0.00335328	0.0171003	0.015148	0.00796663	0.0494122	0.0097077	0.0536685	0.0220787	0.0136185	0.0343409	0.000251853	0.100825	0.027388	0.0483945	0.0023535	0.0686548	0.0475813	0.0285333	0.0194675	0.0176729	0.0113399	0.00655113	0.0316414	0.0606431	0.000461901	0.021537	0.0393635	0.0102643	0.0602764	0.042052	0.213215	0.617452	1.61956	4.69011	23.7801	2.291296	0.00404206	0.0206128	0.0182595	0.00960302	0.0595618	0.0117017	0.0646923	0.0266137	0.0164159	0.0413947	0.000303585	0.121535	0.0330137	0.058335	0.00283692	0.0827568	0.0573548	0.0343943	0.0234662	0.0213031	0.0136692	0.00789677	0.0381407	0.0730995	0.000556778	0.0259608	0.047449	0.0123727	0.0726575	0.8295963
5940	-533.4123	-565.6689	32.25656	0.00917278	0.0552506	0.00972035	0.00798415	0.138443	0.00555922	0.128727	0.00765763	0.0237311	0.0171896	0.0164767	0.0818196	0.0064996	0.0386794	0.00734288	0.125263	0.0398318	0.0524811	0.0269558	0.0135796	0.0094036	0.0115507	0.074092	0.0131851	0.0360959	0.0498251	0.028908	0.00645635	0.0346203	0.0678182	0.269181	0.664025	1.50597	3.71497	14.7453	1.945724	0.0085209	0.0513242	0.00902956	0.00741674	0.128605	0.00516414	0.119579	0.00711343	0.0220446	0.015968	0.0153058	0.076005	0.0060377	0.0359306	0.00682105	0.116361	0.0370011	0.0487515	0.0250402	0.0126146	0.00873533	0.0107298	0.0688265	0.0122481	0.0335307	0.0462842	0.0268536	0.00599752	0.0321599	1.076503
5976	-527.5642	-559.633	32.06879	0.00263299	0.0134536	0.0110691	0.00118893	0.0334718	0.0107539	0.0183492	0.0141677	0.0492047	0.0177893	0.0648416	0.0373797	0.0641553	0.0327576	0.00609367	0.222844	0.0404028	0.00853785	0.0973824	0.0114651	0.0438858	0.00476585	0.049718	0.0324169	0.0372365	0.019929	0.0612487	0.0790309	0.0170796	0.0544444	0.241836	0.6422	1.55715	4.13503	18.3673	2.104546	0.00238657	0.0121945	0.0100332	0.00107766	0.0303392	0.00974746	0.0166319	0.0128417	0.0445997	0.0161244	0.0587731	0.0338813	0.058151	0.0296918	0.00552336	0.201988	0.0366215	0.00773879	0.0882685	0.0103921	0.0397785	0.00431982	0.0450649	0.029383	0.0337516	0.0180638	0.0555165	0.0716344	0.0154812	1.103253
